en,ko
"Cause you know, I just wanna see your smile",알다시피 난 그냥 네 웃는 얼굴을 보고 싶어
"Gon' pop like trouble breaking into your heart like that, ooh","네 심장을 뚫고 들어가는 문제처럼 터질 거야, 오"
"Go back, yeah, yeah","다시 돌아가고 싶어, 그래, 그래"
Ever a surprise,언제나 놀라움으로
Everything was right,모든 게 완벽했지
It was lethal,그건 치명적이었어
Everyone before you was a waste of time,너 이전의 모든 사람은 시간 낭비였어
Tell me how the hell could you know?,제발 어떻게 그걸 알 수 있냐고 말해줘
"I said, ""I've been there too a few times","난 말했어, “나도 몇 번 그 자리에 있었어”"
We're in this together,우린 함께야
Is it cool that I said all that?,내가 그 모든 걸 말한 게 괜찮아?
"There is one, and you know who you are","단 한 사람이 있어, 네가 누군지 알잖아"
"In the end, in the end it doesn't matter","결국엔, 결국엔 중요하지 않아"
Cause you know what I wanna hear (hear),넌 내가 듣고 싶은 말을 알잖아 (들어)
I know there are some things we need to talk about,얘기해야 할 것들이 있다는 걸 알아
Telling all the rich folks anything they wanna hear,부자들에게 그들이 듣고 싶은 말을 다 해주고
"Warm enough outside, inside","밖이 충분히 따뜻해, 안이"
Wanna see if you can keep it like nobody know shit,아무도 모르는 것처럼 지킬 수 있는지 보고 싶어
"Alright, alright","좋아, 좋아"
But I just had to let you know,하지만 그냥 너에게 알려야만 했어
And uncomfortable at the same time,불편함과 동시에
"And I thought, ""What if I could meet her in real life?","그리고 난 생각했어, ""만약 내가 그녀를 실제로 만날 수 있다면?"" (그래)"
"Fit the box, fit the mold, have a seat","틀에 맞춰, 본을 따르고, 자리에 앉아"
I'll put his picture down,그의 사진을 내려놔
Cause I'm not really sure right now of what you want,지금 네가 원하는 게 뭔지 난 잘 모르겠어
Told myself if I dive in it without precaution of a life jacket,구명조끼 없이 뛰어들면 안 된다고 스스로에게 말했어
"If she holla, if-if, if she holla, let her go","그녀가 외치면, 만약-만약, 그녀가 외치면, 보내줘"
You know you might find,넌 찾을 수도 있어
If you love me let me know,날 사랑한다면 알려줘
It's about time for you to give to charity,이제 네가 자선을 베풀 때야
"No-no-now you benched, aww, your bum knee","이제 넌 벤치에 있어, 아, 네 아픈 무릎"
Where every wish comes true,모든 소원이 이루어지는 곳
"Oh, ayy, I done see something","오, 에이, 난 뭔가를 봤어"
It's like I can feel time moving,시간이 흐르는 걸 느낄 수 있는 것 같아
You're the only good I've ever done (I've ever done),넌 내가 해낸 유일한 선한 일이야 (내가 해낸 전부)
One day you'll love me again,언젠가 넌 날 다시 사랑하겠지
"She so starstruck, the gal all stuck","그녀는 너무 반해서, 완전히 멈춰버렸어"
Oh baby yeah Maria,"오 자기야, 그래 마리아"
Even prophets forgave his goofy way,심지어 예언자들도 그의 우스꽝스러운 방식을 용서했지
There is no other place that I would rather be,다른 어떤 곳보다 여기 있고 싶어
But does he know you call me when he sleeps?,하지만 그는 네가 그가 자는 동안 나에게 전화를 거는 걸 알아?
"Jam, jam, you wanna get up and jam","잼, 잼, 넌 일어나고 싶어"
The way I followed my heart,내가 내 마음을 따라간 길
We got that good love,우린 좋은 사랑을 가졌어
If I could only find a note to make you understand,너를 이해시키기 위한 음표만 찾을 수 있다면
I love you to the moon and back,난 널 달까지 갔다가 돌아올 만큼 사랑해
So glad you were around,네가 곁에 있어 정말 다행이야
"Hold on, I don't wanna know what it's like when you're gone","잠깐만, 네가 떠났을 때 어떤 건지 알고 싶지 않아"
Cause we were just kids when we fell in love,우리가 사랑에 빠졌을 때 우린 그냥 아이였으니까
The girl in the dress wrote you a song,드레스를 입은 그 소녀는 너에게 노래를 썼어
"I'm the drummer boy so do it, do it","난 드러머 소년이니까 해, 해"
"Say, go through the darkest of days",가장 어두운 날들을 지나가자고 말해
"But what if I, what if I trip?","하지만 만약 내가, 만약 발을 헛디디면 어떡해?"
It might as well have been a free fall,그냥 자유낙하였던 거나 다름없지
"But I can't stop staring in those evil eyes (evil eyes, evil eyes)","하지만 난 그 사악한 눈을 멈추고 바라볼 수가 없어 (사악한 눈, 사악한 눈)"
No you ain't like them bitches,넌 저년들과 같지 않아
"Get ready, oh, on Thursday","준비해, 오, 목요일에"
You can always come here to me,언제든 내게 올 수 있어
Do you know what you started?,네가 시작한 게 뭔지 알아?
Cause you're looking so right there,네가 거기서 너무 완벽해 보여서
"Well, that's alright because I like the way it hurts","그래, 괜찮아, 난 아픈 게 좋아"
"Plastic cups, did we laugh enough?","플라스틱 컵들, 우리가 충분히 웃었나?"
"Wearing a ring, but ain't gon' be no ""Mrs.",반지를 꼈지만 “미세스”가 될 일은 없어
And you don't know what you don't know,네가 모르는 걸 넌 모르는 거야
Could've followed my fears all the way down,두려움 때문에 끝까지 따라갔을 수도 있어
It was great at the very start,처음엔 정말 좋았어
"I know, I know, I know for sure","난 알아, 알아, 분명히 알아"
I don't wanna wait for tonight,오늘 밤을 기다리고 싶지 않아
"He'll just do whatever, do whatever he wants","그는 그냥 뭐든지, 뭐든지 자기가 원하는 대로 할 거야"
"I never fall, but tonight, you got me falling for you","나는 절대 넘어지지 않지만, 오늘 밤 너 때문에 너에게 빠져"
Show me your teeth (it's not how big) oh (it's how mean),이빨을 보여줘 (크기가 문제가 아니야) 오 (잔혹함이 문제야)
Don't you agree?,동의하지 않니?
Ever since the-the day that you went away (someone tell me how),네가 떠난 그날 이후로 (누가 알려줘)
"Do my back like I do these records, break that shit","내 등을 내가 이 레코드를 부수듯이 다뤄, 깨뜨려"
It's true love that he thinks of,그가 생각하는 건 진정한 사랑인지
"Keep you in the dark, what had you expected?","널 어둠 속에 가두고, 넌 무엇을 기대했어?"
"Ice on, ice on, ice on me","얼음이 켜지고, 얼음이 켜지고, 내 위에 얼음이 있어"
"She said, I was seven and you were nine","그녀는 말했어, 난 일곱 살이었고 넌 아홉 살이었다고"
Inside,속으로
My friends aren't far,내 친구들은 멀지 않아
"All these lights, they can't blind me",이 모든 불빛도 날 눈멀게 하진 못해
"I mean it, I mean it,"" but what I mean is","진심이야, 진심이야, 하지만 내가 말하려는 건"
"Dancing on the tables, city full of angels","테이블 위에서 춤추고, 천사들로 가득한 도시"
All the nights we were tangled up in your bed,우리가 네 침대에서 얽혔던 모든 밤들
Let her know …,그녀에게 알려줘 …
But was it really love,하지만 그게 정말 사랑이었을까
"The way things is going, I don't know","이렇게 흘러가는 걸 보면, 난 모르겠어"
(And the way that you looked at me) help me here,(네가 날 바라본 그 눈빛) 날 도와줘
Not yet healed or ready,"아직 다 낫지 않았고, 준비도 안 됐어"
How I was losing my mind when I saw you here,네가 여기 있는 걸 봤을 때 내 정신이 무너져가던 모습
From the sidelines,관중석에서
But we know where we belong,하지만 우린 우리가 어디에 속하는지 알아
"Fifty-fifty, love the way you split it","오십 대 오십, 네가 나눠 주는 방식이 좋아"
Before we stand to lend a healing hand,치유의 손을 내밀기 위해 일어서기 전에
"Lone, 'lone","외로워, 외로워"
"Yene konjo, ewedihalehu","예네 콘조, 에웨디할레후"
"Got no direction (no direction, I need direction)","방향이 없어 (방향이 없어, 방향이 필요해)"
Want you wrapped around my arm like a wristwatch,널 내 손목시계처럼 팔에 감고 싶어
"Don't call me ""baby"" when you did me so wrong","그렇게 못되게 굴고선 나를 ""베이비""라고 부르지 마"
I'm better on the other side,다른 편이 더 나아
At least we'll both be numb,적어도 우리 둘 다 무감각해질 거야
Somebody made you cold,누군가가 널 차갑게 만들었어
"Ah, I say it one more time, every time I walk, my hips, they don't lie","아, 내가 한 번 더 말할게, 걸을 때마다 내 골반은 거짓말하지 않아"
Forgetting him was like trying to know,그를 잊는 것은 알 수 없는 걸 시도하는 것 같았어
I've got my hands up shakin' just to let you know,널 알리려고 손을 흔들며 떨고 있어
Some,어떤
I think I saw you,널 본 것 같아
We might just end up crashin,우린 결국 충돌할지도 몰라
"We sing songs for the wishing, of those who are kissing","소원을 비는 이들을 위해 노래하고, 입맞추는 이들을 위해 노래해"
"With your little white lies, little white lies","네 작은 하얀 거짓말들과 함께, 작은 하얀 거짓말들"
Just say goodnight and go,그냥 잘 자라고 말하고 가
"Tell me, why not waste it on me, waste it on me? (Waste it on me)","말해줘, 왜 날 위해 낭비하지 않겠어, 날 위해 낭비해 (날 위해 낭비해)"
Because in reality you live in my bed,왜냐면 현실에선 네가 내 침대에 살고 있으니까
I'll riot with you,너와 함께 폭동을 일킬 거야
Sing me something new,내게 새로운 노래를 불러줘
"I should've never, have never, have never opened my heart again",다시는 내 마음을 열지 말았어야 했어
But soon Fall is ending and Winter is near,하지만 곧 가을이 끝나고 겨울이 다가와
"Like I wanna drown, like I wanna end me","내가 익사하고 싶어 하는 것처럼, 내가 나를 끝내고 싶어 하는 것처럼"
I need you to hold on,붙잡아줘야 해
Daddy works a long day,아빠는 하루 종일 일해
Don't look back 'cause you know what you might see,"뒤돌아보지 마, 네가 보게 될 것을 알잖아"
"Life is a drink, your love's about","삶은 술이야, 네 사랑이 그 모든 것"
I need to be the one who takes you home (babe),널 집에 데려다줄 사람은 내가 되어야 해 (자기야)
"Where have the times gone? Baby, it's all wrong","시간들은 어디로 간 거지? 베이비, 모두 잘못됐어"
Are what remind me why I fell for you,내가 왜 너에게 빠졌는지 상기시켜줘
So dignified in your well-pressed suit,잘 다려진 양복에 품위가 흐르네
Though it's infatuation,비록 열병 같은 거지만
"Darling, if you feel like hope is gone","사랑, 희망이 사라졌다고 느낀다면"
I enjoy walking Camden Market in the afternoon,오후에 캠던 마켓 거니는 걸 좋아해
She said I have to go home,그녀는 집에 가야 한다고 했어
"Pa-rum-pa-pum-pum, rum-pa-pum-pum, rum-pa-pum-pum","파럼파품품, 룸파품품, 룸파품품"
Been to the bottom of every bottle,나는 모든 병의 바닥까지 가봤어
"(Boy, I don't give a fuck)",(난 너에게 전혀 관심 없어)
"Girl, let's jump in, it's bubbling","소녀야, 뛰어들자, 끓어오르잖아"
I'm praying but it's not enough,기도하지만 그걸로는 부족해
"Oh, yeah","오, 그래"
"In my bed, babe","내 침대 위에서, 자기야"
"It don't make sense to me, but","내겐 말이 안 돼, 하지만"
"We'll say: No, man","우린 말하겠지: 아니, 친구"
"Sometimes, I feel like everybody is a sexy baby",가끔은 모든 사람이 섹시한 아기처럼 느껴질 때가 있어
When you're with me and we're alone,네가 내 곁에 있고 우리가 단둘일 때
Show her how to lay it back,그녀에게 뒤로 젖히는 법을 보여줘
