en,ko
(Keep it in the closet),(비밀로 간직하자)
I'll put his picture down,그의 사진을 내려놓겠어
What you waitin' for?,뭘 기다리고 있어?
"You flashback to when he said, ""Forever and always","넌 그가 ""영원히, 언제나""라고 말하던 때를 떠올려"
"Say it, spit it out","말해, 뱉어"
"I got one less, one less problem","문제 하나, 하나 줄었어"
Never the regular degular,절대 평범하진 않아
Cause I held you down when you were suffering,네가 고통받을 때 내가 널 지켜줬기 때문이야
"Cause you know what I want and what I need, baby","왜냐면 네가 내가 원하는 것과 필요한 걸 아니까, 베이비"
So give me (give me) all your kisses (kisses),그러니 네 모든 키스(키스)를 줘
I feel so helpless inside,내 안은 너무 무력해
Feel the heartbeat in my mind,내 마음속 박동을 느껴
Don't let it close,닫히게 두지 마
Why,왜냐면
For you to keep her in a cage?,그녀를 우리 안에 가둬두기 위해서?
That I've seen your kind before,네 종류를 전에 본 적이 있어
"As long as we're together, no I can't get much higher, high, high","우리가 함께 있는 한, 난 더 이상 올라갈 수 없어, 더 높이, 더 높이"
"(Why can't we just get along?) Oh, yeah","(왜 우린 그냥 사이좋게 지내지 못할까?) 오, 그래"
And that's your way to love it now,그리고 그게 네 방식의 사랑이야
Coming in-out of nowhere,어디선가 튀어나왔다가 사라져
"Just us together (shut up, shut up)","오직 우리 둘만 (닥쳐, 닥쳐)"
Cause you're my lady,넌 내 여자니까
"Stupid, stupid, love like cupid","어리석고, 어리석은, 큐피드 같은 사랑"
"Sunlight, look at me","햇살아, 날 봐"
Mary (puff in) Jane Holland,메리 (빨아 들이며) 제인 홀랜드
"Self-destruct, show up like an idiot","자기파괴, 바보처럼 나타나"
But they don't mean anything,하지만 그건 아무 의미도 없어
"You said you hated the ocean, but you're surfing now",네가 바다를 싫어한다고 했지만 이제 서핑하고 있네
Like everybody else invisible,마치 다른 모두는 보이지 않는 것처럼 (오)
We'll find out what we're made of,우린 우리가 어떤 존재인지 알게 될 거야
I pray it's never too late,절대 늦지 않길 기도해
"I'm a bad kid, and I will survive","난 나쁜 아이고, 살아남을 거야"
"Messin' up your carpet, I'll get on it after four more","네 카펫 망가뜨려도 돼, 네 뒤 정리할게 네 번 더 하고"
Cause you cant stop the beat!,넌 이 비트를 멈출 수 없어!
"Silver dollar, golden flame","은화 하나, 황금 불꽃"
And when I ring you up,내가 네게 전화를 걸면
It's coming down on me,비가 내리고 있어
"So don't mind if I turn away, ooh","그러니 내가 외면해도 신경 쓰지 마, 오오"
I've been waitin' for a lifetime,평생을 기다려왔어
Russian roulette is not the same without a gun,러시안 룰렛은 총 없이 같지 않아
See it break on your horizon,네 수평선에서 깨지는 걸 봐
"Every morning, you're fucking with my head","매일 아침, 넌 내 머리를 완전히 뒤흔들어"
Forget about the clock that's tick-tick-ticking,똑딱거리는 시계 따위는 잊어버려
"Watch you breathing out, out","네가 내쉬는 걸 지켜봐, 내쉬어"
Don't need permission,허락도 필요 없어
"La-la-la, la-la-la-la (I'm waiting, waiting, waiting)","라-라-라, 라-라-라-라 (난 기다리고 있어, 기다리고 있어, 기다리고 있어)"
"Every time I see you, it's a different vibe now","너를 볼 때마다, 이제는 다른 느낌이야"
"I'll run, yeah, I'll, yeah","난 달려갈 거야, 그래, 난, 그래"
I see through,난 다 꿰뚫어봐
You'll be better off with someone new,넌 새로운 사람과 함께하는 게 더 나을 거야
"No, I don't wanna be friends (oh-oh-oh, caught in a bad romance)","아니, 난 친구가 되고 싶지 않아 (오-오-오, 나쁜 로맨스에 갇힘)"
I'm facing back to front,난 앞뒤가 바뀐 채 마주하고 있어
"I wanna roll with him, a hard pair we will be","그와 함께 굴리고 싶어, 우리 둘은 강한 한 쌍이 될 거야"
Cause you know I'll never see,넌 내가 절대 보지 않을 걸 알잖아
"Look who took you under, she put seven inches in","누가 널 삼켜버렸는지 봐, 그녀가 일곱 인치를 꽂았어"
And you don't know what you don't know,네가 모르는 걸 넌 모르는 거야
"I see quiet nights poured over ice, and Tanqueray",얼음 위로 부어지는 고요한 밤과 탱커레이가 보여
But things aren't what they seem,하지만 모든 게 보이는 것 같진 않아
"(I believe it's magic, magic)","(난 믿어, 이건 마법이야, 마법)"
Tell your friends that you're still happy,네 친구들에게 아직도 행복하다고 말해
"Na-na-na, come on, come on, come on","나나, 어서, 어서, 어서"
"I'm living in my, living in my dreams","난 내 꿈 속에 살고 있어, 내 꿈 속에"
Sometimes all I think about is you,가끔 내 모든 생각은 너야
I bet you like it rough,거칠게 하는 걸 좋아할 거라 장담해
I'm just tryna keep my baby warm through the wintertime,난 그저 겨울 동안 내 아기를 따뜻하게 해주려는 거야
"I'm coming out of my cage, and I've been doing just fine",우리에서 벗어나 잘 지내고 있어
Let it wash away my sins,내 죄들을 씻겨 내려가게 해
And we'll say,그리고 말하지
Get her name and get her number,그녀의 이름과 번호를 얻어
And you can tell me if I'm off,내가 틀렸다면 말해도 돼
To show 'em everything you kept inside,네가 안에 숨겨둔 모든 걸 보여줘
Please don't be in love with someone else,제발 다른 사람과 사랑에 빠지지 마
Because we need each other,왜냐하면 우린 서로가 필요하니까
"J'veux ton amour, et je veux ta revanche","난 네 사랑을 원해, 그리고 네 복수도 원해"
Wanna believe it's all for the better,모두가 더 나아질 거라고 믿고 싶어
That's rooted in every single nerve in me,그 나무는 내 모든 신경 속에 뿌리내려 있어
"No more playin' safe, let's take it all the way","더 이상 안전하게 놀지 말자, 끝까지 가보자"
"She's not broken, she's just a baby","그녀는 부서진 게 아냐, 아직 어린 아기일 뿐이야"
Had to get it wrong to know just what I like,내가 뭘 좋아하는지 알기 위해선 틀려야 했어
Where are you now that I need ya?,네가 필요할 때 넌 지금 어디 있니?
I do what I want with who I like,난 내가 좋아하는 사람과 하고 싶은 대로 해
"I really get it when you're next to me, yeah yeah","네가 내 옆에 있을 때 난 정말 느껴, 예 예"
"Whoa-oh-oh, oh-oh-oh","워오-오-오, 오-오-오"
"Darling, how could you be so blind? (Snap out of it)","자기야, 어떻게 그렇게 눈이 멀 수 있니? (정신 차려)"
Head down on the pillow,베개에 머리 숙이고
"I'm comin' out (yeah, yey say, say)","나오고 있어 (그래, 예, 말해, 말해)"
"You got me, you got me losin' all my cool","너 때문에, 너 때문에 내 모든 냉정을 잃고 있어"
"You know, my love for you's the highest","넌 알잖아, 내가 널 사랑하는 마음이 최고라는 걸"
"All my days, I'll know your face","내 모든 날 동안, 난 네 얼굴을 알게 될 거야"
"Santa, tell me if you're really there","산타, 네가 정말 거기 있는지 말해줘"
All this is here for you,이 모든 건 널 위해 있어
I would take a time machine to the day I said goodbye,시간을 거슬러 내가 작별을 말한 그날로 돌아가고 싶어
I always look the other way,난 늘 다른 쪽을 보곤 해
"Hey, woo woo, let's go","헤이, 우 우, 가자"
"I am the stuff that you want, I am the thing that you need","나는 네가 원하는 것이고, 네가 필요한 거야"
The light is coming to give back everything the darkness stole,빛이 와서 어둠이 훔쳐간 모든 걸 돌려줄 거야
Ripping all the skin from off my bones,내 뼈에서 살을 다 벗겨내
"That's why we feel so much shame, hmm","그게 우리가 이렇게 큰 수치심을 느끼는 이유야, 흠"
"Never let you go, never let me down","너를 절대 놓지 않을게, 나를 실망시키지 마"
Will water the meadows of France,프랑스의 초원을 적실 거야
But you can't fly unless you let your-,하지만 네가 스스로를 놓아주지 않으면 날 수 없어-
Reignite the flames again,불꽃을 다시 지펴
I know your purpose on your plane,마지막 기도는 하지 마
"And wait on me, darling, yeah","그리고 날 기다려줘, 자기야, 그래"
"I put work all in her purse, she got guilt all in her grin","내가 그녀의 지갑에 돈을 채웠고, 그녀는 죄책감을 웃음 속에 숨겼어"
"Cause we know it's gon' last eternally (ooh, ooh)","왜냐면 우린 알아, 그건 영원할 거라는 걸 (우, 우)"
There may be teardrops to shed,눈물을 흘릴지도 몰라
Cause if we lost our minds and we took it way too far,우리가 미쳐서 너무 멀리 갔더라면
It was one drink after another,"한 잔, 또 한 잔이었어"
Do you think of me?,넌 날 생각하니?
"Wanna scratch me back and forth, back and forth? Uh-huh","내 등을 긁어주고 싶어? 앞뒤로, 앞뒤로? 어-허"
I want you to look right in my eyes,내 눈을 똑바로 바라봐 주길 원해
Where is this going?,이건 어디로 가는 거지?
For my eyes only,내 눈에만 보이는 것들
"Heard you're tryna sell your soul, baby","네가 영혼을 팔려 한다는 얘길 들었어, 자기야"
I see my momma smile thats a blessin,엄마가 웃는 걸 보니 축복이야
I guess you're diggin' the show,네가 이 쇼를 즐기고 있는 것 같아
And we'll belong,그러면 우린 소속될 거야
"I know you think I'm a fool and you're smooth, but you're not","넌 날 바보라 생각하고, 네가 매끄럽다고 생각하지, 하지만 아냐"
Jump up to the top LeBron,정상까지 뛰어올라 르브론처럼
"Through harmony, someone harmin' me?","조화 속에서, 누가 날 해치려 하나?"
"Oh, that ain't doin' too much","오, 그 정도면 충분해"
The meaning of within,내면의 의미를
This cowboy's running from himself,이 카우보이는 자신에게서 도망치고 있어
I like us better when we're intertwined,우리가 얽혀 있을 때가 더 좋아
If only you saw what I can see,내가 보는 걸 네가 본다면
All this space I'm taking up,내가 차지한 이 모든 공간
"Tell me where you wanna go, I'll meet you with my bags at the door","어디로 가고 싶은지 말해줘, 내가 문 앞에서 가방 들고 기다릴게"
Cause I just need one more shot at second chances,왜냐하면 난 두 번째 기회를 한 번 더 받아야 해
"(Baby, 'cause you blow my heart up, heart up)","(자기야, 네가 내 심장을, 심장을 폭발시켜)"
A little attention (a little attention),조금의 관심 (조금의 관심)
I saw him to the end of his life,그의 생의 끝을 지켜봤어
All of the names of your best friends,네 가장 친한 친구들의 이름들 전부
"Well, I'm only me when I'm with you",난 네 곁에 있을 때만 나일 뿐이야
Ever since the-the day that you went away (someone tell me how),네가 떠난 그날 이후로 (누가 내게 방법 좀 알려줘)
It goes on,그건 계속 이어져
Now let mi bone it,이제 내가 차지하게 해줘
"I can't remember, but it's alright, a-alright (woo!)","기억이 안 나지만 괜찮아, 괜찮아 (우!)"
"Don't call my name, don't call my name, Alejandro","내 이름 부르지 마, 내 이름 부르지 마, 알레한드로"
You amaze me,넌 날 놀라게 해
Cause they're all listening?,다들 듣고 있으니까?
"I need you the-, I need, I need, I need you the-, I need, I need","난 네가 필요해, 난, 난 필요해, 난 네가 필요해, 난, 난 필요해"
She said I have to go home,그녀는 집에 가야 한다고 했어
But I took your matches before fire could catch me,하지만 난 네가 불을 붙이기 전에 성냥을 빼앗았어
A delicate daydream,섬세한 백일몽
And that's what five shots could turn me into,그게 다섯 잔이 날 바꾸는 이유야 (오 예)
"With you, shawty with you","너와 함께, 내 곁에"
I've been waiting for you ever since you've been gone,네가 떠난 이후로 난 널 기다려왔어
